miRNA,lncRNA,mRNA
hsa-miR-421,MALAT1,WDFY2
hsa-miR-421,MALAT1,ZNF736
hsa-miR-421,MALAT1,GEMIN5
hsa-miR-421,MALAT1,IRAK1BP1
hsa-miR-421,MALAT1,TMEM189
hsa-miR-421,MALAT1,C10orf85
hsa-miR-421,MALAT1,CSTB
hsa-miR-421,MALAT1,TAOK1
hsa-miR-421,MALAT1,PRELID1
hsa-miR-421,MALAT1,ATXN7L3B
hsa-miR-421,MALAT1,SLC4A7
hsa-miR-421,MALAT1,HNRNPF
hsa-miR-421,MALAT1,ZNF780B
hsa-miR-421,MALAT1,FAR1
hsa-miR-421,MALAT1,RBM15B
hsa-miR-421,MALAT1,GAN
hsa-miR-421,MALAT1,FCHSD2
hsa-miR-421,MALAT1,RGR
hsa-miR-421,MALAT1,MKLN1
hsa-miR-421,MALAT1,RIPK1
hsa-miR-421,MALAT1,FMO2
hsa-miR-421,MALAT1,USP1
hsa-miR-421,MALAT1,SIK2
hsa-miR-421,MALAT1,FRRS1L
hsa-miR-421,MALAT1,FUBP1
hsa-miR-421,MALAT1,ERLIN1
hsa-miR-421,MALAT1,EIF3A
hsa-miR-421,MALAT1,SCARB2
hsa-miR-421,MALAT1,PLEKHA1
hsa-miR-421,MALAT1,GEMIN6
hsa-miR-421,MALAT1,DDX52
hsa-miR-421,MALAT1,PXN
hsa-miR-421,MALAT1,ABCA9
hsa-miR-421,MALAT1,PYGO2
hsa-miR-421,MALAT1,AC019171.1
hsa-miR-421,MALAT1,ACSL3
hsa-miR-421,MALAT1,ADAM12
hsa-miR-421,MALAT1,LRRC8C
hsa-miR-421,MALAT1,LRRC58
hsa-miR-421,MALAT1,AK4
hsa-miR-421,MALAT1,AKAP1
hsa-miR-421,MALAT1,MAZ
hsa-miR-421,MALAT1,IGSF3
hsa-miR-421,MALAT1,IL6ST
hsa-miR-421,MALAT1,EIF5A2
hsa-miR-421,MALAT1,APBB2
hsa-miR-421,MALAT1,VIMP
hsa-miR-421,MALAT1,APPL1
hsa-miR-421,MALAT1,AQP6
hsa-miR-421,MALAT1,ARGLU1
hsa-miR-421,MALAT1,ARHGAP26
hsa-miR-421,MALAT1,SNIP1
hsa-miR-421,MALAT1,KDM2A
hsa-miR-421,MALAT1,UTP3
hsa-miR-421,MALAT1,SPTY2D1
hsa-miR-421,MALAT1,DNAJB14
hsa-miR-421,MALAT1,NASP
hsa-miR-421,MALAT1,RTCB
hsa-miR-421,MALAT1,ATXN1
hsa-miR-421,MALAT1,ATXN3
hsa-miR-421,MALAT1,AURKA
hsa-miR-421,MALAT1,BACH2
hsa-miR-421,MALAT1,LARP4B
hsa-miR-421,MALAT1,LDLRAD4
hsa-miR-421,MALAT1,BEND3
hsa-miR-421,MALAT1,IMPA1
hsa-miR-421,MALAT1,TBC1D30
hsa-miR-421,MALAT1,BMF
hsa-miR-421,MALAT1,C7orf60
hsa-miR-421,MALAT1,CDKN1B
hsa-miR-421,MALAT1,OXR1
hsa-miR-421,MALAT1,C17orf85
hsa-miR-421,MALAT1,C1orf52
hsa-miR-421,MALAT1,C3orf14
hsa-miR-421,MALAT1,C3orf38
hsa-miR-421,MALAT1,RFC5
hsa-miR-421,MALAT1,PIP5K1A
hsa-miR-421,MALAT1,REEP3
hsa-miR-421,MALAT1,MSL2
hsa-miR-421,MALAT1,CASD1
hsa-miR-421,MALAT1,MFSD6
hsa-miR-421,MALAT1,MITF
hsa-miR-421,MALAT1,CDC73
hsa-miR-421,MALAT1,CEP85L
hsa-miR-421,MALAT1,HOOK1
hsa-miR-421,MALAT1,ZCCHC11
hsa-miR-421,MALAT1,DSC2
hsa-miR-421,MALAT1,SGPL1
hsa-miR-421,MALAT1,CHST7
hsa-miR-421,MALAT1,NFAT5
hsa-miR-421,MALAT1,CLCN3
hsa-miR-421,MALAT1,RNF169
hsa-miR-421,MALAT1,HSDL1
hsa-miR-421,MALAT1,CMTM4
hsa-miR-421,MALAT1,E2F3
hsa-miR-421,MALAT1,CNOT4
hsa-miR-421,MALAT1,YWHAB
hsa-miR-421,MALAT1,COA4
hsa-miR-421,MALAT1,COQ7
hsa-miR-421,MALAT1,PLK2
hsa-miR-421,MALAT1,CCT7
hsa-miR-421,MALAT1,RASA1
hsa-miR-421,MALAT1,PAM
hsa-miR-421,MALAT1,RPL13
hsa-miR-421,MALAT1,CTH
hsa-miR-421,MALAT1,CSNK1A1
hsa-miR-421,MALAT1,CUL4B
hsa-miR-421,MALAT1,CXorf23
hsa-miR-421,MALAT1,SGTA
hsa-miR-421,MALAT1,C2CD3
hsa-miR-421,MALAT1,IREB2
hsa-miR-421,MALAT1,DDA1
hsa-miR-421,MALAT1,SRSF1
hsa-miR-421,MALAT1,DGCR14
hsa-miR-421,MALAT1,DDI2
hsa-miR-421,MALAT1,DHDDS
hsa-miR-421,MALAT1,TRA2B
hsa-miR-421,MALAT1,EDEM3
hsa-miR-421,MALAT1,ADAM9
hsa-miR-421,MALAT1,SIPA1L3
hsa-miR-421,MALAT1,CDK6
hsa-miR-421,MALAT1,TMEM185B
hsa-miR-421,MALAT1,ZSCAN9
hsa-miR-421,MALAT1,ELMOD1
hsa-miR-421,MALAT1,POLR3H
hsa-miR-421,MALAT1,ENPP6
hsa-miR-421,MALAT1,ACBD3
hsa-miR-421,MALAT1,EPB41L4B
hsa-miR-421,MALAT1,UBE2V2
hsa-miR-421,MALAT1,PRKAA2
hsa-miR-421,MALAT1,MMGT1
hsa-miR-421,MALAT1,TAS2R50
hsa-miR-421,MALAT1,PRKDC
hsa-miR-421,MALAT1,FAM49B
hsa-miR-421,MALAT1,RAB6B
hsa-miR-421,MALAT1,TOR1AIP2
hsa-miR-421,MALAT1,TM4SF1
hsa-miR-421,MALAT1,NDUFA6
hsa-miR-421,MALAT1,FGF13
hsa-miR-421,MALAT1,YKT6
hsa-miR-421,MALAT1,DNAJC13
hsa-miR-421,MALAT1,FGF14
hsa-miR-421,MALAT1,NPDC1
hsa-miR-421,MALAT1,ZFP36L1
hsa-miR-421,MALAT1,RP11-766F14.2
hsa-miR-421,MALAT1,ODC1
hsa-miR-421,MALAT1,POMK
hsa-miR-421,MALAT1,FLVCR1
hsa-miR-421,MALAT1,RASA3
hsa-miR-421,MALAT1,GAS7
hsa-miR-421,MALAT1,KIF5B
hsa-miR-421,MALAT1,PPP1CC
hsa-miR-421,MALAT1,SBNO1
hsa-miR-421,MALAT1,S1PR1
hsa-miR-421,MALAT1,PEX5
hsa-miR-421,MALAT1,GRM8
hsa-miR-421,MALAT1,WWC2
hsa-miR-421,MALAT1,PABPC3
hsa-miR-421,MALAT1,SH3BP4
hsa-miR-421,MALAT1,HMG20A
hsa-miR-421,MALAT1,SLC25A12
hsa-miR-421,MALAT1,ZNF217
hsa-miR-421,MALAT1,HSBP1
hsa-miR-421,MALAT1,SNAP25
hsa-miR-421,MALAT1,SNAP91
hsa-miR-421,MALAT1,IRS1
hsa-miR-421,MALAT1,SNRNP70
hsa-miR-421,MALAT1,ITGB5
hsa-miR-421,MALAT1,MESDC1
hsa-miR-421,MALAT1,KAT6A
hsa-miR-421,MALAT1,KAT7
hsa-miR-421,MALAT1,HNRNPU
hsa-miR-421,MALAT1,KCNJ10
hsa-miR-421,MALAT1,NACA
hsa-miR-421,MALAT1,KIAA0226L
hsa-miR-421,MALAT1,FAM208A
hsa-miR-421,MALAT1,KIAA0895L
hsa-miR-421,MALAT1,KIAA2026
hsa-miR-421,MALAT1,ARX
hsa-miR-421,MALAT1,KIF3C
hsa-miR-421,MALAT1,KNTC1
hsa-miR-421,MALAT1,TBL1XR1
hsa-miR-421,MALAT1,CBX4
hsa-miR-421,MALAT1,KRAS
hsa-miR-421,MALAT1,BCLAF1
hsa-miR-421,MALAT1,LEF1
hsa-miR-421,MALAT1,NABP1
hsa-miR-421,MALAT1,BEND4
hsa-miR-421,MALAT1,ZNF614
hsa-miR-421,MALAT1,IGF2R
hsa-miR-421,MALAT1,BTG1
hsa-miR-421,MALAT1,MAP3K2
hsa-miR-421,MALAT1,MAP7
hsa-miR-421,MALAT1,PDE4B
hsa-miR-421,MALAT1,PDK3
hsa-miR-421,MALAT1,MED4
hsa-miR-421,MALAT1,ZNF792
hsa-miR-421,MALAT1,MEF2C
hsa-miR-421,MALAT1,MEIS1
hsa-miR-421,MALAT1,TOPBP1
hsa-miR-421,MALAT1,KIAA1551
hsa-miR-421,MALAT1,TRAF6
hsa-miR-421,MALAT1,GALNT2
hsa-miR-421,MALAT1,MPRIP
hsa-miR-421,MALAT1,HSPH1
hsa-miR-421,MALAT1,MXI1
hsa-miR-421,MALAT1,MYO1F
hsa-miR-421,MALAT1,NAA60
hsa-miR-421,MALAT1,NCAM1
hsa-miR-421,MALAT1,LYSMD3
hsa-miR-421,MALAT1,NCBP2
hsa-miR-421,MALAT1,HSPD1
hsa-miR-421,MALAT1,PNMA1
hsa-miR-421,MALAT1,BAG2
hsa-miR-421,MALAT1,NMB
hsa-miR-421,MALAT1,CHML
hsa-miR-421,MALAT1,ANO6
hsa-miR-421,MALAT1,ULK1
hsa-miR-421,MALAT1,NR3C2
hsa-miR-421,MALAT1,SOBP
hsa-miR-421,MALAT1,CORO1C
hsa-miR-421,MALAT1,STRIP2
hsa-miR-421,MALAT1,ZC3H7A
hsa-miR-421,MALAT1,CPNE4
hsa-miR-421,MALAT1,OPA1
hsa-miR-421,MALAT1,PAIP2B
hsa-miR-421,MALAT1,PANK2
hsa-miR-421,MALAT1,CUL3
hsa-miR-421,MALAT1,PNRC1
hsa-miR-421,MALAT1,ZC3H18
hsa-miR-421,MALAT1,PCTP
hsa-miR-421,MALAT1,SERTAD2
hsa-miR-421,MALAT1,SEPHS2
hsa-miR-421,MALAT1,C16orf87
hsa-miR-421,MALAT1,ANKRD50
hsa-miR-421,MALAT1,ASH1L
hsa-miR-421,MALAT1,ABI2
hsa-miR-421,MALAT1,PGM3
hsa-miR-421,MALAT1,PDZD11
hsa-miR-421,MALAT1,SV2A
hsa-miR-421,MALAT1,RAP2B
hsa-miR-421,MALAT1,PLCL1
hsa-miR-421,MALAT1,FAM84B
hsa-miR-421,MALAT1,YIPF6
hsa-miR-421,MALAT1,PLXNC1
hsa-miR-421,MALAT1,ZBED5
hsa-miR-421,MALAT1,GDF7
hsa-miR-421,MALAT1,AURKAIP1
hsa-miR-421,MALAT1,PPP2R2C
hsa-miR-421,MALAT1,PRCP
hsa-miR-421,MALAT1,C15orf61
hsa-miR-421,MALAT1,FAM163B
hsa-miR-421,MALAT1,ESCO1
hsa-miR-421,MALAT1,GPS1
hsa-miR-421,MALAT1,SLC43A1
hsa-miR-421,MALAT1,FDXR
hsa-miR-421,MALAT1,KIAA1147
hsa-miR-421,MALAT1,UBE2G2
hsa-miR-421,MALAT1,FBXL4
hsa-miR-421,MALAT1,RERE
hsa-miR-421,MALAT1,SLC25A24
hsa-miR-421,MALAT1,NRG2
hsa-miR-421,MALAT1,CD164
hsa-miR-421,MALAT1,ARHGEF12
hsa-miR-421,MALAT1,DCP1A
hsa-miR-421,MALAT1,ONECUT2
hsa-miR-421,MALAT1,FRS3
hsa-miR-421,MALAT1,TAX1BP1
hsa-miR-421,MALAT1,TMED10
hsa-miR-421,MALAT1,G6PC3
hsa-miR-421,MALAT1,RRP15
hsa-miR-421,MALAT1,THAP2
hsa-miR-421,MALAT1,GCNT2
hsa-miR-421,MALAT1,CLEC11A
hsa-miR-421,MALAT1,DCUN1D1
hsa-miR-421,MALAT1,EDF1
hsa-miR-421,MALAT1,GPBP1
hsa-miR-421,MALAT1,SERTAD4
hsa-miR-421,MALAT1,PPARA
hsa-miR-421,MALAT1,SGIP1
hsa-miR-421,MALAT1,RSBN1L
hsa-miR-421,MALAT1,AGFG1
hsa-miR-421,MALAT1,SLC4A4
hsa-miR-421,MALAT1,HNRNPUL2
hsa-miR-421,MALAT1,ANKRD13C
hsa-miR-421,MALAT1,NARF
hsa-miR-421,MALAT1,CKAP5
hsa-miR-421,MALAT1,AP5M1
hsa-miR-421,MALAT1,LITAF
hsa-miR-421,MALAT1,PRDX1
hsa-miR-421,MALAT1,SPATA13
hsa-miR-421,MALAT1,SP3
hsa-miR-421,MALAT1,GOLM1
hsa-miR-421,MALAT1,SPCS2
hsa-miR-421,MALAT1,ARHGAP35
hsa-miR-421,MALAT1,SPR
hsa-miR-421,MALAT1,VEZF1
hsa-miR-421,MALAT1,ARHGEF9
hsa-miR-421,MALAT1,SRSF10
hsa-miR-421,MALAT1,CNOT6L
hsa-miR-421,MALAT1,ATP8A2
hsa-miR-421,MALAT1,WDR7
hsa-miR-421,MALAT1,YTHDF2
hsa-miR-421,MALAT1,CPLX1
hsa-miR-421,MALAT1,SUPT16H
hsa-miR-421,MALAT1,FNIP2
hsa-miR-421,MALAT1,ANXA4
hsa-miR-421,MALAT1,LPGAT1
hsa-miR-421,MALAT1,LONRF3
hsa-miR-421,MALAT1,ZNF654
hsa-miR-421,MALAT1,EIF1AX
hsa-miR-421,MALAT1,C11orf30
hsa-miR-421,MALAT1,DLC1
hsa-miR-421,MALAT1,MAP3K12
hsa-miR-421,MALAT1,C11orf87
hsa-miR-421,MALAT1,PVRL2
hsa-miR-421,MALAT1,MMADHC
hsa-miR-421,MALAT1,ZNF845
hsa-miR-421,MALAT1,GADD45A
hsa-miR-421,MALAT1,DTX1
hsa-miR-421,MALAT1,CAMK2D
hsa-miR-421,MALAT1,ASPH
hsa-miR-421,MALAT1,PCNA
hsa-miR-421,MALAT1,EIF2S2
hsa-miR-421,MALAT1,MGAT5
hsa-miR-421,MALAT1,EIF3M
hsa-miR-421,MALAT1,ELK3
hsa-miR-421,MALAT1,SLC16A1
hsa-miR-421,MALAT1,FOXJ3
hsa-miR-421,MALAT1,CHD2
hsa-miR-421,MALAT1,CHD7
hsa-miR-421,MALAT1,EPSTI1
hsa-miR-421,MALAT1,ERCC6L2
hsa-miR-421,MALAT1,VAMP7
hsa-miR-421,MALAT1,VAT1L
hsa-miR-421,MALAT1,HK1
hsa-miR-421,MALAT1,PTPRB
hsa-miR-421,MALAT1,PHLDB2
hsa-miR-421,MALAT1,MAFB
hsa-miR-421,MALAT1,RASAL2
hsa-miR-421,MALAT1,BRD2
hsa-miR-421,MALAT1,SF1
hsa-miR-421,MALAT1,PDCD4
hsa-miR-421,MALAT1,NSUN4
hsa-miR-421,MALAT1,HNRNPA0
hsa-miR-421,MALAT1,CORO2A
hsa-miR-421,MALAT1,CS
hsa-miR-421,MALAT1,MRPL51
hsa-miR-421,MALAT1,ZNF404
hsa-miR-421,MALAT1,RPRD1B
hsa-miR-421,MALAT1,PAPOLG
hsa-miR-421,MALAT1,FZD8
hsa-miR-421,MALAT1,ELK4
hsa-miR-421,MALAT1,DCPS
hsa-miR-421,MALAT1,PAPSS2
hsa-miR-421,MALAT1,ARL5B
hsa-miR-421,MALAT1,SMS
hsa-miR-421,MALAT1,GPRIN3
hsa-miR-421,MALAT1,EPS8
hsa-miR-421,MALAT1,PGBD1
hsa-miR-421,MALAT1,ABAT
hsa-miR-421,MALAT1,RCAN1
hsa-miR-421,MALAT1,SKIDA1
hsa-miR-421,MALAT1,PRDX4
hsa-miR-421,MALAT1,TACO1
hsa-miR-421,MALAT1,ECHS1
hsa-miR-421,MALAT1,ARMC8
hsa-miR-421,MALAT1,RASSF4
hsa-miR-421,MALAT1,CCDC28A
hsa-miR-421,MALAT1,CFL2
hsa-miR-421,MALAT1,CTXN1
hsa-miR-421,MALAT1,JAKMIP2
hsa-miR-421,MALAT1,KAZN
hsa-miR-421,MALAT1,TTC9
hsa-miR-421,MALAT1,TNKS1BP1
hsa-miR-421,MALAT1,FAM206A
hsa-miR-421,MALAT1,NT5E
hsa-miR-421,MALAT1,CLIP2
hsa-miR-421,MALAT1,FBXL17
hsa-miR-421,MALAT1,LZIC
hsa-miR-421,MALAT1,SACM1L
hsa-miR-421,MALAT1,PLXNA1
hsa-miR-421,MALAT1,SLC3A2
hsa-miR-421,MALAT1,ZNF706
hsa-miR-421,MALAT1,OCIAD1
hsa-miR-421,MALAT1,RNF149
hsa-miR-421,MALAT1,MTOR
hsa-miR-421,MALAT1,CDK20
hsa-miR-421,MALAT1,H1F0
hsa-miR-421,MALAT1,METTL8
hsa-miR-421,MALAT1,SOCS7
hsa-miR-421,MALAT1,PIPOX
hsa-miR-421,MALAT1,WAC
hsa-miR-421,MALAT1,NPHP3
hsa-miR-421,MALAT1,NR2C2
hsa-miR-421,MALAT1,NPFFR1
hsa-miR-421,MALAT1,MTA1
hsa-miR-421,MALAT1,SEPHS1
hsa-miR-421,MALAT1,SOX6
hsa-miR-421,MALAT1,FAM126B
hsa-miR-421,MALAT1,TSN
hsa-miR-421,MALAT1,NFIB
hsa-miR-421,MALAT1,CLDN11
hsa-miR-421,MALAT1,CYP7B1
hsa-miR-421,MALAT1,NFATC2IP
hsa-miR-421,MALAT1,PRUNE2
hsa-miR-421,MALAT1,KDELR2
hsa-miR-421,MALAT1,NLE1
hsa-miR-421,MALAT1,EGFR
hsa-miR-421,MALAT1,NHLRC2
hsa-miR-421,MALAT1,APPBP2
hsa-miR-421,MALAT1,TUBB
hsa-miR-421,MALAT1,CISD1
hsa-miR-4477b,LINC00461,ZBTB8B
hsa-miR-4477b,LINC00461,COMMD5
hsa-miR-4477b,LINC00461,ARPP19
hsa-miR-4477b,LINC00461,ATAD5
hsa-miR-4477b,LINC00461,PCMT1
hsa-miR-4477b,LINC00461,TAOK1
hsa-miR-4477b,LINC00461,NUCKS1
hsa-miR-4477b,LINC00461,UNC5C
hsa-miR-4477b,LINC00461,TERF2IP
hsa-miR-4477b,LINC00461,KPNA4
hsa-miR-4477b,LINC00461,BUB3
hsa-miR-4477b,LINC00461,TSC22D2
hsa-miR-4477b,LINC00461,MYO10
hsa-miR-4477b,LINC00461,CLDN12
hsa-miR-4477b,LINC00461,KDM2A
hsa-miR-4477b,LINC00461,ZBTB47
hsa-miR-4477b,LINC00461,ARIH1
hsa-miR-4477b,LINC00461,TPM4
hsa-miR-4477b,LINC00461,NAA10
hsa-miR-4477b,LINC00461,ANAPC1
hsa-miR-4477b,LINC00461,SEPT3
hsa-miR-4477b,LINC00461,EIF1AD
hsa-miR-4477b,LINC00461,PSENEN
hsa-miR-4477b,LINC00461,C15orf40
hsa-miR-4477b,LINC00461,GFPT1
hsa-miR-4477b,LINC00461,AAGAB
hsa-miR-4477b,LINC00461,PAFAH1B2
hsa-miR-4477b,LINC00461,RNF38
hsa-miR-4477b,LINC00461,ELMSAN1
hsa-miR-4477b,LINC00461,CAD
hsa-miR-4477b,LINC00461,GNG12
hsa-miR-4477b,LINC00461,AIDA
hsa-miR-4477b,LINC00461,ZNF267
hsa-miR-4477b,LINC00461,SETX
hsa-miR-4477b,LINC00461,GID4
hsa-miR-4477b,LINC00461,BLOC1S5
hsa-miR-4477b,LINC00461,RPL30
hsa-miR-4477b,LINC00461,PTBP1
hsa-miR-4477b,LINC00461,SPRYD4
hsa-miR-4477b,LINC00461,NUFIP2
hsa-miR-4477b,LINC00461,TCAIM
hsa-miR-4477b,LINC00461,JARID2
hsa-miR-4477b,LINC00461,GNG5
hsa-miR-4477b,LINC00461,PSME4
hsa-miR-4477b,LINC00461,CRB1
hsa-miR-4477b,LINC00461,MDH2
hsa-miR-4477b,LINC00461,DDX6
hsa-miR-4477b,LINC00461,SPRY1
hsa-miR-4477b,LINC00461,RNF138
hsa-miR-4477b,LINC00461,RDH10
hsa-miR-4477b,LINC00461,NEBL
hsa-miR-4477b,LINC00461,MAML3
hsa-miR-4477b,LINC00461,RHOF
hsa-miR-4477b,LINC00461,NT5C2
hsa-miR-4477b,LINC00461,CMTM6
hsa-miR-4477b,LINC00461,ARSD
hsa-miR-4477b,LINC00461,CAPRIN2
hsa-miR-4477b,LINC00461,TYRP1
hsa-miR-4477b,LINC00461,CNOT6L
hsa-miR-4477b,LINC00461,EFCAB14
hsa-miR-4477b,LINC00461,B3GALNT2
hsa-miR-4477b,LINC00461,EIF2S2
hsa-miR-4477b,LINC00461,ZNF626
hsa-miR-4477b,LINC00461,RUFY2
hsa-miR-4477b,LINC00461,EIF5A2
hsa-miR-4477b,LINC00461,OSBPL6
hsa-miR-4477b,LINC00461,GOLGA3
hsa-miR-4477b,LINC00461,ZBTB3
hsa-miR-4477b,LINC00461,COCH
hsa-miR-4477b,LINC00461,HSPA13
hsa-miR-4477b,LINC00461,MYADM
hsa-miR-4477b,LINC00461,RNF11
hsa-miR-4477b,LINC00461,CAND1
hsa-miR-4477b,LINC00461,TFCP2
hsa-miR-4477b,LINC00461,CAB39
hsa-miR-4477b,LINC00461,ANP32E
hsa-miR-4477b,LINC00461,SDE2
hsa-miR-4477b,LINC00461,HIST1H3E
hsa-miR-4477b,LINC00461,GTF3C4
hsa-miR-4705,LINC00657,FAXC
hsa-miR-4705,LINC00657,DDX25
hsa-miR-4705,LINC00657,SYNE2
hsa-miR-4705,LINC00657,FIGNL1
hsa-miR-4705,LINC00657,CGN
hsa-miR-4705,LINC00657,FLVCR1
hsa-miR-4705,LINC00657,SETX
hsa-miR-4705,LINC00657,PTCD3
hsa-miR-4705,LINC00657,WDR19
hsa-miR-4705,LINC00657,GOLGA8B
hsa-miR-4705,LINC00657,HSPA8
hsa-miR-4705,LINC00657,ZKSCAN5
hsa-miR-4705,LINC00657,ZNF703
hsa-miR-4705,LINC00657,PRKDC
hsa-miR-4705,LINC00657,ZNF778
hsa-miR-4705,LINC00657,USP1
hsa-miR-4705,LINC00657,IMPAD1
hsa-miR-4705,LINC00657,SYNM
hsa-miR-4705,LINC00657,TOP2B
hsa-miR-4705,LINC00657,KANSL3
hsa-miR-4705,LINC00657,MRFAP1
hsa-miR-4705,LINC00657,ITGB1
hsa-miR-4705,LINC00657,ABCC12
hsa-miR-4705,LINC00657,TNC
hsa-miR-4705,LINC00657,YWHAG
hsa-miR-4705,LINC00657,RPL10A
hsa-miR-4705,LINC00657,DYNLL2
hsa-miR-4705,LINC00657,KIF22
hsa-miR-4705,LINC00657,USP51
hsa-miR-4705,LINC00657,TSPAN13
hsa-miR-4705,LINC00657,MYO6
hsa-miR-4705,LINC00657,SAP30BP
hsa-miR-4705,LINC00657,KLF7
hsa-miR-4705,LINC00657,SEMA3C
hsa-miR-4705,LINC00657,C20orf194
hsa-miR-4705,LINC00657,PHF23
hsa-miR-4705,LINC00657,KIFAP3
hsa-miR-4705,LINC00657,AMDHD2
hsa-miR-4705,LINC00657,FAM199X
hsa-miR-4705,LINC00657,XPC
hsa-miR-4705,LINC00657,HNRNPH3
hsa-miR-4705,LINC00657,ZMYM2
hsa-miR-4705,LINC00657,YEATS2
hsa-miR-4705,LINC00657,CDK2
hsa-miR-4705,LINC00657,SLC11A2
hsa-miR-4705,LINC00657,TMF1
hsa-miR-4705,LINC00657,SIK1
hsa-miR-4705,LINC00657,RFT1
hsa-miR-4705,LINC00657,DNAJB14
hsa-miR-4705,LINC00657,DICER1
hsa-miR-4705,LINC00657,RCC2
hsa-miR-4705,LINC00657,KPNB1
hsa-miR-4705,LINC00657,TIMP3
hsa-miR-4705,LINC00657,DUSP7
hsa-miR-4705,LINC00657,KHNYN
hsa-miR-4705,LINC00657,NFKBID
hsa-miR-4705,LINC00657,RAB6B
hsa-miR-4705,LINC00657,OSBPL8
hsa-miR-4705,LINC00657,PLEKHB2
hsa-miR-4705,LINC00657,CCT3
hsa-miR-4705,LINC00657,HERPUD1
hsa-miR-4705,LINC00657,FAM60A
hsa-miR-4705,LINC00657,SLC25A46
hsa-miR-4705,LINC00657,DCUN1D4
hsa-miR-4705,LINC00657,NCL
hsa-miR-4705,LINC00657,SLC38A1
hsa-miR-4705,LINC00657,SRSF1
hsa-miR-4705,LINC00657,ZFP91
hsa-miR-4705,LINC00657,PDPR
hsa-miR-4705,LINC00657,LCOR
hsa-miR-4705,LINC00657,IARS
hsa-miR-4705,LINC00657,SEC11A
hsa-miR-4705,LINC00657,HNRNPF
hsa-miR-4705,LINC00657,ZNF264
hsa-miR-4705,LINC00657,GDI1
hsa-miR-4705,LINC00657,LEPROT
hsa-miR-4705,LINC00657,IRF5
hsa-miR-4705,LINC00657,IBA57
hsa-miR-4705,LINC00657,MVB12B
hsa-miR-4705,LINC00657,ACTB
hsa-miR-4705,LINC00657,PRC1
hsa-miR-4705,LINC00657,TMEM70
hsa-miR-4705,LINC00657,MDM2
hsa-miR-4705,LINC00657,HEATR1
hsa-miR-4705,LINC00657,SLC36A1
hsa-miR-4705,LINC00657,ZMYM1
hsa-miR-4705,LINC00657,HN1L
hsa-miR-4705,LINC00657,SRSF7
hsa-miR-4705,LINC00657,SLC2A13
hsa-miR-4705,LINC00657,USMG5
hsa-miR-4705,LINC00657,HS2ST1
hsa-miR-4705,LINC00657,CEPT1
hsa-miR-4705,LINC00657,NUFIP2
hsa-miR-4705,LINC00657,FZD3
hsa-miR-4705,LINC00657,CLDN12
hsa-miR-4705,LINC00657,RGMB
hsa-miR-4705,LINC00657,CHD7
hsa-miR-4705,LINC00657,ZHX3
hsa-miR-4705,LINC00657,RWDD1
hsa-miR-4705,LINC00657,TNRC6A
hsa-miR-4705,LINC00657,TGFBR2
hsa-miR-4705,LINC00657,GBF1
hsa-miR-4705,LINC00657,ZNF507
hsa-miR-4705,LINC00657,CD46
hsa-miR-4705,LINC00657,CCDC117
hsa-miR-4705,LINC00657,MID1
hsa-miR-4705,LINC00657,FAM160B1
hsa-miR-4705,LINC00657,NCAPG2
hsa-miR-4705,LINC00657,SMC1A
hsa-miR-4705,LINC00657,AFF4
hsa-miR-4705,LINC00657,PPM1K
hsa-miR-4705,LINC00657,CBX6
hsa-miR-4705,LINC00657,SIAH1
hsa-miR-4705,LINC00657,SYNCRIP
hsa-miR-4705,LINC00657,CASC4
hsa-miR-4705,LINC00657,MED28
hsa-miR-4705,LINC00657,NF1
hsa-miR-4705,LINC00657,GDF11
hsa-miR-4705,LINC00657,RPL37
hsa-miR-4705,LINC00657,RPN2
hsa-miR-4705,LINC00657,DZIP1
hsa-miR-4705,LINC00657,AMD1
hsa-miR-4705,LINC00657,SNX17
hsa-miR-4705,LINC00657,PCGF3
hsa-miR-4705,LINC00657,BRWD1
hsa-miR-4705,LINC00657,NLGN1
hsa-miR-4705,LINC00657,PAGR1
hsa-miR-4705,LINC00657,MCFD2
hsa-miR-4705,LINC00657,CCT5
hsa-miR-4705,LINC00657,COQ9
hsa-miR-4705,LINC00657,TGFBR3
hsa-miR-4705,LINC00657,FZD6
hsa-miR-4705,LINC00657,SMARCC1
hsa-miR-4705,LINC00657,TMEM98
hsa-miR-4705,LINC00657,INSR
hsa-miR-4705,LINC00657,MTSS1L
hsa-miR-4705,LINC00657,SEPT2
hsa-miR-4705,LINC00657,MCL1
hsa-miR-4705,LINC00657,CSNK2A1
hsa-miR-4705,LINC00657,ELF1
hsa-miR-4705,LINC00657,BNIP2
hsa-miR-4705,LINC00657,AAR2
hsa-miR-4705,LINC00657,LDOC1L
hsa-miR-4705,LINC00657,PRDX3
hsa-miR-4705,LINC00657,CALM1
hsa-miR-4705,LINC00657,CPEB4
hsa-miR-4705,LINC00657,MGP
hsa-miR-4705,LINC00657,TNPO1
hsa-miR-4705,LINC00657,U2AF1
hsa-miR-4705,LINC00657,HNRNPDL
hsa-miR-4705,LINC00657,LBR
hsa-miR-4705,LINC00657,MKRN2
hsa-miR-4705,LINC00657,AP1S3
hsa-miR-4705,LINC00657,GRIN2C
hsa-miR-4705,LINC00657,FSCN1
hsa-miR-4705,LINC00657,GOLGA4
hsa-miR-4705,LINC00657,PLEKHA3
hsa-miR-4705,LINC00657,RBM28
hsa-miR-4705,LINC00657,CUL3
hsa-miR-4705,LINC00657,RPS12
